Munip,CodIBGE,Index,DtInicial,DtFinal,Regiao,Estado,Cidade,Produto,NmPostPesq,UnidMedida,PcMedRev,PcDevRev,PcMinRev,PcMaxRev,MgMedRev,CfVarRev,PcMedDist,PcDevDist,PcMinDist,PcMaxDist,MgMedDist,CfVarDist,Periodo,Combust,TipoRelat,DistMean,DistDev,DistMin,DistMax,RefinMean,RefinDev,RefinMin,RefinMax
BALNEÁRIO CAMBORIÚ,4202008,39188,2020-04-26,2020-05-02,SUL,SANTA CATARINA,BALNEARIO CAMBORIU,GASOLINA COMUM,9,R$/l,3.944,0.082954472118412,3.789,3.999,NA,0.021,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,89.1691850136382,70.3390375469541,8.818363271847105,173.92635969756816,1261.2376675879614,975.384104327623,174.86138555604342,2901.8766845939977
BIGUAÇU,4202305,39206,2020-04-26,2020-05-02,SUL,SANTA CATARINA,BIGUACU,GASOLINA COMUM,10,R$/l,3.929,0.048304589153965,3.899,3.999,NA,0.012,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,108.58516725209195,42.8084954833791,46.669864083981786,166.53134843780117,1296.9347599636526,985.001102538596,225.96285143579104,2950.9452264752385
BLUMENAU,4202404,39208,2020-04-26,2020-05-02,SUL,SANTA CATARINA,BLUMENAU,GASOLINA COMUM,20,R$/l,3.761,0.079483132934306,3.539,3.899,0.561,0.021,3.2,0,3.2,3.2,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,85.23606077822544,55.18068869272699,29.876894933126763,152.70924461921774,1269.6659152506675,975.7244983833592,153.59648089869023,2875.8725306627316
BRUSQUE,4202909,39216,2020-04-26,2020-05-02,SUL,SANTA CATARINA,BRUSQUE,GASOLINA COMUM,10,R$/l,3.809,0.109098120973736,3.539,3.899,NA,0.029,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,88.62202483857355,61.79355013676927,6.670338728447842,174.9991161940808,1277.1392250085546,978.8295363067826,176.5003122761794,2900.198964602554
CRICIÚMA,4204608,39273,2020-04-26,2020-05-02,SUL,SANTA CATARINA,CRICIUMA,GASOLINA COMUM,12,R$/l,3.883,0.025993006052328,3.829,3.899,0.678,0.007,3.205,0,3.205,3.205,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,156.71701968429508,71.76941888549612,12.066556446999718,220.65066078418542,1401.8047826579548,1015.4678007985618,219.0936871022158,3040.278981986111
FLORIANÓPOLIS,4205407,39292,2020-04-26,2020-05-02,SUL,SANTA CATARINA,FLORIANOPOLIS,GASOLINA COMUM,36,R$/l,3.834,0.086825984516742,3.669,4.099,NA,0.023,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,116.76342378809315,40.249093437296125,60.70340512134134,175.2086079483592,1300.7870051971904,985.9628842052582,239.22705240495665,2964.8880938055527
ITAJAÍ,4208203,39336,2020-04-26,2020-05-02,SUL,SANTA CATARINA,ITAJAI,GASOLINA COMUM,11,R$/l,3.825,0.059375538275072,3.739,3.949,NA,0.016,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,83.48518642143515,68.33567960143888,7.003124617607832,164.7583789448618,1256.1325310379646,973.9198905959807,165.4527083542679,2892.515821989438
JARAGUÁ DO SUL,4208906,39361,2020-04-26,2020-05-02,SUL,SANTA CATARINA,JARAGUA DO SUL,GASOLINA COMUM,12,R$/l,3.799,2.88675134595e-4,3.798,3.799,NA,0,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,69.39707402537114,35.71373683553982,4.975800907154146,106.47742932896305,1242.645748310243,967.2259234076539,107.31064193360449,2832.6217290774243
JOINVILLE,4209102,39369,2020-04-26,2020-05-02,SUL,SANTA CATARINA,JOINVILLE,GASOLINA COMUM,19,R$/l,3.779,0.072991107365117,3.569,3.939,NA,0.019,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,71.97435020137937,28.55184855577385,17.60152989961655,97.07521319390547,1222.6874987147587,963.0956459304557,97.57816971581744,2824.2062858489276
LAGES,4209300,39376,2020-04-26,2020-05-02,SUL,SANTA CATARINA,LAGES,GASOLINA COMUM,9,R$/l,3.639,0.033911649915626,3.599,3.699,0.553,0.009,3.086,0.077263251290636,3.03,3.1938,0.025,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,141.73594092563997,71.10440740460113,3.574346390282082,199.43383752266706,1377.7020919152628,999.199651491028,241.6032041726246,2949.0746747728476
LAGUNA,4209409,39377,2020-04-26,2020-05-02,SUL,SANTA CATARINA,LAGUNA,GASOLINA COMUM,7,R$/l,3.942,0.161834718742537,3.699,4.199,NA,0.041,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,154.8284992715841,62.42059579518111,20.3295517590551,225.64317192492925,1372.487722006376,1005.4949945321134,277.7791909853281,3044.5656305651323
MAFRA,4210100,39395,2020-04-26,2020-05-02,SUL,SANTA CATARINA,MAFRA,GASOLINA COMUM,7,R$/l,3.794,0.051632861444553,3.75,3.879,0.814,0.014,2.98,0,2.98,2.98,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,76.0251062828491,3.157926757421252,73.67711200589481,85.14286708010657,1251.2673298226587,957.0386099090582,75.56825445274119,2764.0159400356683
PALHOÇA,4211900,39436,2020-04-26,2020-05-02,SUL,SANTA CATARINA,PALHOCA,GASOLINA COMUM,18,R$/l,4.143,0.182215845576297,3.899,4.299,NA,0.044,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,114.24444950886298,34.88931857128418,62.00431158963342,162.4121260829447,1308.2707581759878,988.0441682068367,241.61877208707836,2965.483714272863
SÃO JOSÉ,4216602,39529,2020-04-26,2020-05-02,SUL,SANTA CATARINA,SAO JOSE,GASOLINA COMUM,17,R$/l,3.952,0.051449575542753,3.899,3.999,NA,0.013,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,113.93165124040968,38.60460791245259,57.93277529518883,168.48065106688705,1302.7551494215506,986.5437392954854,237.2554956687308,2962.1709510055402
TUBARÃO,4218707,39575,2020-04-26,2020-05-02,SUL,SANTA CATARINA,TUBARAO,GASOLINA COMUM,10,R$/l,3.996,0.437773406633564,3.399,4.499,0.848,0.11,3.148,0,3.148,3.148,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,147.86737701213386,68.31966915709243,2.810569980011656,224.7415108354591,1377.8046205298567,1007.7265857082539,260.16243405620696,3035.050982696588
VIDEIRA,4219309,39595,2020-04-26,2020-05-02,SUL,SANTA CATARINA,VIDEIRA,GASOLINA COMUM,7,R$/l,3.917,0.052949211964099,3.84,3.979,0.872,0.014,3.045,0,3.045,3.045,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,164.92153537673346,47.0294303313338,71.59264052980133,238.10223885769264,1370.6672559416477,972.7371353779964,239.8676199901188,2909.049233017493
ALVORADA,4300604,39158,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,ALVORADA,GASOLINA COMUM,5,R$/l,4.136,0.086335392510835,4.095,4.29,NA,0.021,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,92.58971740876575,97.13364928103378,17.32201080861185,253.09306859772045,1551.7970474060785,1066.9227288727106,16.070073487782935,3197.352397566867
CACHOEIRINHA,4303103,39224,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,CACHOEIRINHA,GASOLINA COMUM,10,R$/l,3.971,0.12041820644921,3.719,4.099,NA,0.03,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,88.02308532233825,97.60951779419318,12.259195938796571,248.63435296840044,1548.656644890799,1066.318650671143,10.8577830213523,3193.4218454419406
CANOAS,4304606,39241,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,CANOAS,GASOLINA COMUM,17,R$/l,3.914,0.061439532684344,3.799,3.999,NA,0.016,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,82.541650230056,100.20474742929947,5.6551497065558,248.12088228350277,1549.5291905075683,1066.354171951684,5.655842911335078,3194.1163456926092
CAXIAS DO SUL,4305108,39254,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,CAXIAS DO SUL,GASOLINA COMUM,15,R$/l,4.028,0.225071311450605,3.799,4.751,0.467,0.056,3.561,0,3.5605,3.5605,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,104.87858553138992,41.78611591462589,74.05219156254792,175.0082840690195,1499.9127699781275,1041.753573187675,78.09460042864829,3120.1257254958027
ESTEIO,4307708,39289,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,ESTEIO,GASOLINA COMUM,9,R$/l,3.881,0.153285681001195,3.599,3.999,NA,0.039,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,79.4382991272553,98.11153259951261,3.655031064534877,239.95646711749728,1542.958023113099,1064.8583483975012,2.599865485563507,3185.91668155279
GRAMADO,4309100,39306,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,GRAMADO,GASOLINA COMUM,6,R$/l,4.391,0.152195926358099,4.249,4.589,0.774,0.035,3.617,0,3.6165,3.6165,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,101.0684143441382,52.11436613268568,61.340471680219125,184.87984401442327,1501.0241740553643,1047.5416204223825,61.18715492718851,3127.301127116763
GRAVATAÍ,4309209,39307,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,GRAVATAI,GASOLINA COMUM,12,R$/l,3.946,0.110930328940231,3.699,4.099,NA,0.028,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,92.87368624593718,93.326053198344,20.006662390344285,245.1279753612191,1544.6491893267237,1065.0910373281245,18.25779746538182,3188.4186357510757
NOVO HAMBURGO,4313409,39428,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,NOVO HAMBURGO,GASOLINA COMUM,14,R$/l,3.768,0.197919022735157,3.459,3.909,NA,0.053,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,83.76217891563748,84.76628354029992,20.054079416720864,222.2694458463226,1531.3855437330294,1059.1394281219584,20.71432670076869,3168.89834560253
OSÓRIO,4313508,39433,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,OSORIO,GASOLINA COMUM,6,R$/l,3.898,0.16325899668931,3.649,4.099,NA,0.042,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,129.72988830354083,52.282480609785125,88.04192592269028,229.6816744885329,1518.1131024940946,1054.237668712969,86.27062629277577,3152.3442587254244
PORTO ALEGRE,4314902,39476,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,PORTO ALEGRE,GASOLINA COMUM,39,R$/l,3.844,0.068405830342386,3.749,3.999,NA,0.018,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,93.62664601173664,99.45816124008851,18.483156142422605,261.2913044285219,1560.4390357287461,1068.1014205480342,18.825576615197463,3207.19445893167
SÃO LEOPOLDO,4318705,39534,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,SAO LEOPOLDO,GASOLINA COMUM,13,R$/l,3.781,0.216134454828707,3.419,3.999,NA,0.057,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,80.77643089903454,91.81094916330773,11.293943668245369,231.09782159456893,1537.3362829079751,1061.9344322666527,11.750871489571573,3177.515702046931
SAPIRANGA,4319901,39542,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,SAPIRANGA,GASOLINA COMUM,9,R$/l,3.8,0.154444254596206,3.479,3.899,NA,0.041,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,89.13496577801712,77.41305909856612,30.183480353120444,213.08086662999904,1523.329402249399,1056.763125556328,29.87739348320481,3158.6559047553496
SAPUCAIA DO SUL,4320008,39544,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,SAPUCAIA DO SUL,GASOLINA COMUM,10,R$/l,3.773,0.220665659615023,3.429,3.999,0.589,0.058,3.184,0,3.1839,3.1839,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,79.15815761086276,96.66711528397188,5.04527286988614,237.3964643359837,1541.4562337029515,1063.985461896449,5.193137315498748,3183.5792517375708
TORRES,4321501,39570,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,TORRES,GASOLINA COMUM,5,R$/l,4.117,0.045893354638771,4.09,4.199,NA,0.011,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,147.3085457769857,28.503853010905424,75.05339737081701,180.76646995258324,1460.8890152589242,1034.6149563441147,150.61460277150636,3094.0234250328144
VACARIA,4322509,39585,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,VACARIA,GASOLINA COMUM,9,R$/l,4.319,0.134973557081049,4.04,4.498,NA,0.031,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,140.51314658239667,20.74781243812525,98.44345638120392,153.23488259947942,1447.1947488203632,1019.9664885368961,153.26702067069647,3043.9730265689727
VIAMÃO,4323002,39593,2020-04-26,2020-05-02,SUL,RIO GRANDE DO SUL,VIAMAO,GASOLINA COMUM,6,R$/l,4.097,0.022286019533929,4.059,4.129,NA,0.005,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,101.91615420468744,95.50809487180734,27.951224690709424,260.56229465726653,1556.6237398865078,1067.7750587871062,26.7268930469214,3203.392049481223
ÁGUAS LINDAS DE GOIÁS,5200258,39151,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,AGUAS LINDAS DE GOIAS,GASOLINA COMUM,5,R$/l,3.911,0.050199601592045,3.879,3.999,0.531,0.013,3.38,0,3.38,3.38,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,93.32625746360638,49.79195341651164,33.298868239357496,139.48373708267138,1235.41498530213,412.8908119429801,645.7747489973835,1891.2527962260565
ANÁPOLIS,5201108,39162,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,ANAPOLIS,GASOLINA COMUM,16,R$/l,3.805,0.119134028164361,3.62,3.999,NA,0.031,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,67.7468624496868,34.34694961251146,44.33848277530255,120.43619737067506,1238.6458520928131,435.1150297053316,653.8700968997409,1891.2297931032824
APARECIDA DE GOIÂNIA,5201405,39164,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,APARECIDA DE GOIANIA,GASOLINA COMUM,13,R$/l,4.002,0.057467939780056,3.89,4.09,NA,0.014,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,65.97033047909167,72.3532922046441,17.262558699745952,176.63789825695474,1232.5190350182409,459.6992037723488,646.2790221540274,1913.6322436303897
CALDAS NOVAS,5204508,39229,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,CALDAS NOVAS,GASOLINA COMUM,10,R$/l,4.045,0.117901135608516,3.79,4.19,0.388,0.029,3.657,0,3.6569,3.6569,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,128.28862813840513,3.169263543269935,125.2396171796851,134.36638029994143,1172.223059215436,520.5898071150065,537.1263776317955,2034.5471868185589
CATALÃO,5205109,39250,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,CATALAO,GASOLINA COMUM,9,R$/l,3.915,0.047670745746212,3.84,3.99,0.582,0.012,3.333,0.209940003334286,3.185,3.4819,0.063,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,137.12394214702962,53.9684215710443,83.06596142068203,203.21858571841992,1130.6520174976777,554.0804627262406,452.0665437432292,2116.1739588762625
FORMOSA,5208004,39294,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,FORMOSA,GASOLINA COMUM,11,R$/l,3.964,0.08837173550612,3.86,4.199,0.661,0.022,3.303,0.083016062702748,3.21,3.41,0.025,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,157.40099341965526,70.24069346907814,74.08612133214999,229.64721620731518,1211.063043152137,418.04637404086577,599.2142865039126,1947.8972864466773
GOIÂNIA,5208707,39303,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,GOIANIA,GASOLINA COMUM,56,R$/l,3.924,0.094286741434783,3.599,4.109,NA,0.024,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,59.430859123962186,70.878824472279,5.340732669830426,167.7163543351179,1238.6388125564074,451.1329024456298,656.6078285642909,1899.9998754780665
GOIATUBA,5209101,39304,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,GOIATUBA,GASOLINA COMUM,8,R$/l,3.917,0.25474269231072,3.59,4.399,NA,0.065,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,147.65216809582031,1.195932871360588,146.23236844592225,149.63189137950107,1197.4724231381024,529.7785910461256,571.9721487684969,2009.87055737555
ITUMBIARA,5211503,39352,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,ITUMBIARA,GASOLINA COMUM,17,R$/l,4.265,0.202961040161725,3.899,4.399,0.814,0.048,3.451,0.271928912279171,3.27,3.764,0.079,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,141.23160286430218,39.35847851446827,107.58044619089635,190.29387612542735,1177.9105777071336,556.7645733955857,524.5359880363617,2055.3499785466047
LUZIÂNIA,5212501,39391,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,LUZIANIA,GASOLINA COMUM,12,R$/l,3.727,0.146174449535374,3.57,4.099,0.32,0.039,3.407,0.081246569158334,3.35,3.4649,0.024,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,100.85389336447606,40.80890824114724,50.64627122780973,140.543422059534,1201.7359240063465,443.0950721933105,579.8346176927091,1957.1680035032819
MORRINHOS,5213806,39417,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,MORRINHOS,GASOLINA COMUM,11,R$/l,4.032,0.139051658157548,3.69,4.249,0.732,0.034,3.3,0,3.2998,3.2998,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,126.12494688998163,17.050016557250057,113.14125432512391,152.98799533437935,1194.2646456652064,515.2212662799367,583.7455172795522,2001.8152683993728
TRINDADE,5221403,39574,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,TRINDADE,GASOLINA COMUM,7,R$/l,3.964,0.118360828462316,3.799,4.179,NA,0.03,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,82.59376740945333,68.30113148628024,30.216560467251224,187.3866404372965,1250.1110934201495,447.9552778953329,678.322127391746,1915.431959874753
VALPARAÍSO DE GOIÁS,5221858,39589,2020-04-26,2020-05-02,CENTRO OESTE,GOIAS,VALPARAISO DE GOIAS,GASOLINA COMUM,7,R$/l,3.588,0.100569805181703,3.499,3.799,0.186,0.028,3.402,0.039527269068328,3.3737,3.4296,0.012,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,96.31726606832541,54.177893724633485,29.727100175117616,146.02009878435274,1210.4931687826593,433.1101740036722,597.0717789372443,1939.9281059337898
BRASÍLIA,5300108,39214,2020-04-26,2020-05-02,CENTRO OESTE,DISTRITO FEDERAL,BRASILIA,GASOLINA COMUM,47,R$/l,3.631,0.151214726852318,3.359,3.999,0.391,0.042,3.24,0.07210476174752,3.187,3.3423,0.022,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,100.36787555346406,74.58910765284955,9.12684348950848,165.60165523417515,1218.5582780185243,421.0042239357318,612.985088125054,1925.2450249627218
CRUZEIRO DO SUL,1200203,39276,2020-04-26,2020-05-02,NORTE,ACRE,CRUZEIRO DO SUL,GASOLINA COMUM,9,R$/l,4.881,0.162366184218814,4.73,5.24,0.892,0.033,3.989,0,3.9893,3.9893,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,904.979066097855,414.1605572338961,2.47009357939951,1493.4151292928632,3418.414374191157,571.5435871316095,1493.9107127092695,4153.731666205877
RIO BRANCO,1200401,39493,2020-04-26,2020-05-02,NORTE,ACRE,RIO BRANCO,GASOLINA COMUM,29,R$/l,4.359,0.139576232326789,4.17,4.69,NA,0.032,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,490.4205150428141,330.2223228047851,2.651796793531507,1150.5225343311508,2869.6242757740406,534.660178228028,1151.206507780876,3610.1191772196926
BOA VISTA,1400100,39209,2020-04-26,2020-05-02,NORTE,RORAIMA,BOA VISTA,GASOLINA COMUM,13,R$/l,3.655,0.019839096340049,3.62,3.7,0.595,0.005,3.06,0.083977042317312,2.905,3.2156,0.027,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,762.8776986937718,120.92150785134503,663.8960283733879,940.3589375026291,3081.5350652706497,701.6735731600021,663.6934893609293,3963.6860113132357
ALENQUER,1500404,39154,2020-04-26,2020-05-02,NORTE,PARA,ALENQUER,GASOLINA COMUM,4,R$/l,4.535,0.1095,4.399,4.65,0.865,0.024,3.67,0.106631702602931,3.5943,3.7451,0.029,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,385.6994181874168,222.93068471733685,51.56873849602202,595.2059324315054,2368.157897893849,585.3129535491537,594.6795503719673,3342.8647629527977
ALTAMIRA,1500602,39157,2020-04-26,2020-05-02,NORTE,PARA,ALTAMIRA,GASOLINA COMUM,6,R$/l,4.605,0.265701900633021,4.11,4.797,1.026,0.058,3.579,0.03059956426705,3.544,3.597,0.009,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,437.2869716442934,80.06330476161257,293.9295449616235,566.9933851593744,2158.2660846611557,529.4837202281029,860.4588121198856,3192.6043632281303
ITAITUBA,1503606,39335,2020-04-26,2020-05-02,NORTE,PARA,ITAITUBA,GASOLINA COMUM,4,R$/l,4.047,0.032510254792398,3.999,4.07,NA,0.008,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,310.23969786423083,174.52075026675467,2.729424678399651,458.030882320054,2260.388684620121,540.0164888388241,457.63986509095633,3102.439116890249
SANTARÉM,1506807,39513,2020-04-26,2020-05-02,NORTE,PARA,SANTAREM,GASOLINA COMUM,11,R$/l,4.026,0.14244584297836901,3.85,4.31,0.448,0.035,3.578,0.065066120216285,3.5,3.66,0.018,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,365.9115975777757,236.466589120623,3.068168573183386,588.0104343509057,2329.478419297238,571.7585544564952,587.4996892776137,3289.2270368801064
ALTA FLORESTA,5100250,39156,2020-04-26,2020-05-02,CENTRO OESTE,MATO GROSSO,ALTA FLORESTA,GASOLINA COMUM,10,R$/l,4.085,0.145950676600008,3.979,4.3,0.323,0.036,3.762,0,3.7616,3.7616,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,465.7456158526051,187.71519555497062,222.58282904476772,641.565338109465,1932.9167283667762,351.50989515000384,858.0734488087953,2489.7865100972103
SINOP,5107909,39553,2020-04-26,2020-05-02,CENTRO OESTE,MATO GROSSO,SINOP,GASOLINA COMUM,11,R$/l,3.924,0.129188516236052,3.699,4.09,0.594,0.033,3.33,0,3.33,3.33,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,260.9793587875835,201.7982822861859,8.159403399922736,429.4907311581602,1798.7309769166618,314.4795252894535,1081.8512358542584,2279.829279385644
SORRISO,5107925,39556,2020-04-26,2020-05-02,CENTRO OESTE,MATO GROSSO,SORRISO,GASOLINA COMUM,10,R$/l,4.159,0.192776324041909,3.86,4.52,0.736,0.046,3.423,0.227203279025634,3.1719,3.6141,0.066,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,236.49519344903942,135.2298135787503,63.741525564160725,349.8930874805389,1783.1350721642777,321.5562900249186,1140.2053430328722,2315.4807117264854
ABAETETUBA,1500107,39148,2020-04-26,2020-05-02,NORTE,PARA,ABAETETUBA,GASOLINA COMUM,4,R$/l,4.575,0.366287682930599,4.2,5,NA,0.08,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,319.1937612196945,226.0275899967687,55.70107263966462,655.8316423770317,2161.3350577625147,613.8061309040423,1178.75575277637,3373.275910166414
ANANINDEUA,1500800,39161,2020-04-26,2020-05-02,NORTE,PARA,ANANINDEUA,GASOLINA COMUM,8,R$/l,3.651,0.100589601138203,3.59,3.887,0.381,0.028,3.27,0,3.2699,3.2699,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,298.08293430369457,246.2330381332795,13.606539233451198,717.8228611644229,2177.5570468275296,635.0785392365844,1131.3468898167462,3418.0554626161693
BELÉM,1501402,39200,2020-04-26,2020-05-02,NORTE,PARA,BELEM,GASOLINA COMUM,21,R$/l,3.954,0.172881462279794,3.75,4.499,0.632,0.044,3.322,0.140219274709292,3.2232,3.4215,0.042,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,295.16630925245136,249.03033462475992,5.56552046075807,703.512042233254,2172.7995700028673,629.9095597416776,1141.597628577009,3406.6672948937753
BRAGANÇA,1501709,39212,2020-04-26,2020-05-02,NORTE,PARA,BRAGANCA,GASOLINA COMUM,4,R$/l,4.327,0.0455,4.259,4.35,0.702,0.011,3.625,0.049359598863848,3.585,3.6799,0.014,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,322.45086599059636,135.21821495172455,195.68381702281772,630.642795298234,2166.947082217271,685.122722141151,968.5051102704996,3475.8403572592197
CAMETÁ,1502103,39232,2020-04-26,2020-05-02,NORTE,PARA,CAMETA,GASOLINA COMUM,2,R$/l,4.345,0.347189429562595,4.099,4.59,NA,0.08,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,363.22803856250067,192.135597726004,145.1636193497786,583.2891112192639,2135.7990175625728,586.2066640840644,1167.0632950384625,3309.7668930439054
CASTANHAL,1502400,39248,2020-04-26,2020-05-02,NORTE,PARA,CASTANHAL,GASOLINA COMUM,4,R$/l,3.934,0.047296053394196,3.899,3.999,0.537,0.012,3.397,0.142128463018496,3.2961,3.4971,0.042,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,303.621264949515,213.73674281957517,63.73902410730775,711.2499177578611,2172.2870396227277,647.6295230314563,1085.1892471598044,3431.719934724071
CONCEIÇÃO DO ARAGUAIA,1502707,39260,2020-04-26,2020-05-02,NORTE,PARA,CONCEICAO DO ARAGUAIA,GASOLINA COMUM,6,R$/l,4.813,0.059991388270873,4.699,4.859,1.363,0.012,3.45,0,3.4499,3.4499,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,509.00149432083066,169.24453103663902,229.1109721705884,752.5257059654958,1677.0775029953543,376.07970017637587,1268.8345649757462,2649.269933625621
